Epoch,Total Steps,Avg Training Loss,Avg Validation Loss,Time per Epoch (seconds),Generated Sentence,Resource
1,506,6.820701893139263,6.9286552083258535,143.13366651535034,"What is the first General Orders?  The command of the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,506,5.5696540990837,6.378516185459833,143.73604118824005,What is the first General Orders?  On the command of the  On the command of the command of the command of the  The command of the command of the  On the command of the command of the command of the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,506,5.0206173111798735,6.069632437668349,143.65642277399698,What is the first General Orders?  The command of the right hand and the right hand and the left hand and the right hand and the left hand and the right hand and the left hand and the left hand and the left hand and the left hand and the left hand,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,506,4.584670833919359,5.865612929544331,143.55920660495758,What is the first General Orders?  The Color guard is the flag is the flag is the flag is executed from the flag is the flag is the flag is executed from the flag is  The flag is executed from the flag is executed from the flag is,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,506,4.1943367484058784,5.713935403484601,144.11367721557616,What is the first General Orders? (cid:122) What are the leader’s right to the right. (cid:122) To change the right to the right. (cid:122) To change the right. (cid,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,506,3.8109008186890674,5.599904526221125,144.4876024723053,"What is the first General Orders?  The command is Right, the command of execution ARMS.  The command is given as the command of execution ARMS, the command of execution ARMS.  The command of execution ARMS,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,506,3.430988855041534,5.517711683119974,146.70482536724634,What is the first General Orders? 2-2. The Army is the Army leaders (cid:122) The Army leaders and Army leaders. (cid:122) The Army leaders and leaders and their leadership and leaders. (cid:122),"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,506,3.03286887016221,5.461960136154552,147.63600313663483,"What is the first General Orders? What is the first sergeant and the same as in the platoon. Note. When the platoon sergeant directs BRING 7-17. When the platoon leader is formed in marching in marching, the platoon leader is given. Note. When","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,506,2.632931796929582,5.4338793508569445,149.2772647804684,What is the first General Orders?  When the senior pallbearers at the pallbearers face of the casket is formed by the casket from the casket.  When the pallbearers face about the pallbearers face to the c,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,506,2.240828548259886,5.424803315886396,155.95837676525116,"What is the first General Orders? • The platoon sergeant and commands Present, ARMS and then the first sergeant and the first sergeant of the platoon sergeant. • If the company is in platoon sergeant then commands Present, ARMS, ARMS. Note. The","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,506,1.8662259225317612,5.4348446518129245,155.94747718897733,"What is the first General Orders? 2-2. The members of military personnel are responsible for conducting military the U.S. Army’s Blue Book. Army’s Blue Book tradvice, and military personnel, but it must be able to fight","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,506,1.5117644733591042,5.457803194022473,155.7902311484019,"What is the first General Orders? • Use of the U.S. Army Chief of Staff. Army • Conduct in the United States Army. • Army National Guard Soldiers and their Soldiers. • Who we are responsible for our Army • Army Civilians, we","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,506,1.1959293403408744,5.4901947091053325,159.70166323735162,"What is the first General Orders? • Use of the first two or other than the first sergeant and the first two, hand in front of the formation fall in the first sergeant. • Remain at the first sergeant and platoon, the platoon sergeant and sergeants face","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
14,506,0.9233893692022256,5.531887297741359,159.537343280656,"What is the first General Orders? • The members on the senior or the first unit has been completed the commands are positioned on the salute battery and the first rank, or face (ifasp the of the left shoulder) is facing to the left of the ","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
15,506,0.6990057758309625,5.580525910587336,161.55848639806112,What is the first General Orders? What is the first sergeant and actions in the same manner as the same manner as the same manner as when executing the “strain.” After the members are in at the “To the first sergeant” CS,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
16,506,0.5238606671217402,5.633181258778513,164.41809651255608,What is the first General Orders? 2-2 TC 3-21.5 03 May 2021Saluting of each vehicle dismounts and renders the Hand Salute. Tank and armored car commanders Salute from the vehicle. These are six-step from right hand,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
17,506,0.392271936293176,5.689278221352027,163.83617671798257,"What is the first General Orders? 2-4 TC 3-21.5 03 May 2021Saluting The U.S. Army established the playing of the playing of the flag of the playing of the flag, discipline, and the flag. The is placed in","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
18,506,0.2961571075228363,5.748325351826053,166.98111324840121,"What is the first General Orders? • Assume the same manner as the outside of Cadets in Army • If Soldiers, the official down, • If the Nation is authorized, then, or as you may request a manner as a platoon sergeant or other platoon sergeant","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
19,506,0.23020908539827634,5.807761363417794,167.4995241165161,"What is the first General Orders? • Use of both individual movement, using the body (including the headdress over the left hand sharply to the right hand at the side, and hand. • When placing the Position of Attention (holding the carbine in the Position of","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
20,506,0.18699925515079216,5.86444090524681,168.3124006152153,"What is the first General Orders? 2-2. The senior pallbearers are positioned to the playing of the playing of the of the funeral honors, honor guard commander and outcomes for the Union. The flag from the honor casket and to the missioned","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
1,506,7.243839069788635,7.356494052737367,144.82263207435608,"What is the first General Orders?  The  The command of the right the right the right, the right, the right, the right, the right, the right, the right, the right, the right, the right, the right, the","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,506,5.98529415827966,6.772687305957813,144.67270696163177,"What is the first General Orders? theenemy’s, the theenemy’s, the theenemy’s, the theenemy‘ao-21. The command of the theenemy’s, the theenemy’","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,506,5.483217933432387,6.446080461928719,146.74087492624918,What is the first General Orders?  The command of the right hand.  The command of the right hand and the right hand and the right hand and the right hand and the right hand.  The command of the right hand. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,506,5.126313021531689,6.218602061566012,147.81342595815659,What is the first General Orders?  The command of the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the left hand and the  The platoon sergeant commands the left,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,506,4.837952380123817,6.046929830618998,148.52547721862794,What is the first General Orders?  The command is given as the command of the right foot strikes the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,506,4.5836169634883115,5.9144821472858125,148.96229541301727,What is the first General Orders?  The command is executed in the command of the right hand and  The command of the right hand and the command of the right hand and the right hand and the right hand and the left hand and the right hand and,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,506,4.352063325554015,5.808350507227759,154.73522990090507,What is the first General Orders?  The command is the right hand and the right hand sharply to the right hand and  The command of execution ARMS.  The command of the right hand and the left hand and the right hand and,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,506,4.120756657227226,5.7214427235685745,164.79314544796944,What is the first General Orders? What is the same manner as the same as the  The command is given as the command is given.  The command is given as the right foot strikes the right foot strikes the left hand and the right hand and,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,506,3.8969873976801694,5.6500696633440475,165.1171879503462,"What is the first General Orders?  When the command is given as the command is  The command of execution MARCH, the command of execution MARCH, the command of execution MARCH, MARCH, MARCH, MARCH, MARCH","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,506,3.675822528454626,5.590698527724375,172.68394749164582,What is the first General Orders? What is the Army Registry to complete L17 IMI−The Value of Self-Awareness and L17 IMI−Managing Time. IMI−Building Trust. IMI−Managing Time (IMI−Man,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,506,3.4560269649792095,5.542864331651205,172.0417451208288,What is the first General Orders? 2-2. The command is given the command of execution MARCH. The command is given the the command is given as the command of execution MARCH is given the command of execution MARCH. On the command of execution MARCH,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,506,3.2396173102582395,5.506293577814298,177.50692258278528,"What is the first General Orders? What is the Army Registry to complete L17 IMI−Building Trust, L16 IMI−The Leader's IMI−The Value of Self-Awareness, and L21 IMI−Building Working Relationships IMI","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,506,3.0255604826885723,5.480919148059601,177.50806949688837,"What is the first General Orders? What is a review in a line formation, the first sergeant and the commander or host commander.  When the reviewing officer commands Order, the reviewing officer, the reviewing officer commands Order Arms, commands AT EASE","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
14,506,2.8124546615973762,5.463833755393557,182.2520169530596,"What is the first General Orders? 2-2. The command is given the command of execution MARCH. The command of the command of command of execution MARCH, the marching surface, the marching surface the marching surface, MARCH. On the command of the command","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
15,506,2.6022243697652705,5.456199603275505,181.13016386032103,"What is the first General Orders? What is the first sergeant (See ARMS; the command of execution ARMS;  On the command of execution ARMS, release the command of execution ARMS, release the the first two counts three counts three counts three","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
16,506,2.397870236470294,5.4552162355846825,182.10687847435474,"What is the first General Orders? 2-2. The senior commander of the commander faces about, the reviewing officer, staffs. The commander has been completed, and commands Order, REST. The host commander then faces about commander then commands Order Arms from the","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
17,506,2.2015480121133826,5.460838662545949,185.93285362860735,"What is the first General Orders? 2-2. The leader is a review the commander of the review of the commander of troops, the reviewing officer, and the reviewing officer has been fired and their staff to their is commanded. The COT and host or host commander","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
18,506,2.007128344222962,5.472235006506174,188.59265334076352,"What is the first General Orders? 2-2. The senior commander then command of execution, the commander faces to the staffs. The is marching, and the command Order of execution REST commander, REST (see figure Halt, item 1 on page H2","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
19,506,1.8229052297211448,5.488600762883512,191.05809409994828,What is the first General Orders? 2-2. The senior commander of the commander then commands are the (see figure 10-2).  The senior commander faces about and commands Present Arms is dismissed the staff have returned to the right hand and the staff,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
20,506,1.645264141997801,5.509006934439241,191.35591719150543,What is the first General Orders? What were the same as a point in a line formation in front of the same manner as the same manner as the same as previously described in the the platoon.  When the company commander commands are not execute the platoon,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
1,506,7.243839069788635,7.356494052737367,144.82550859451294,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The  The  The  The  The  The  The  The command of the right hand, and the right hand","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,506,5.98529415827966,6.772687305957813,142.9000117778778,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. the theenemy’s theenemy’s theenemy’s theenemy’s, the theenemy’s theenemy’s, the theenemy’s, the","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,506,5.483217933432387,6.446080461928719,142.6904178460439,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. the command is the right hand and the right hand and the right hand and the right hand. the left hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,506,5.126313021531689,6.218602061566012,142.93369579315186,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The command of the right hand and the  The platoon leader is the left hand and the right hand and the right hand and the right hand and the right hand and then commands the right hand and the right hand and,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,506,4.837952380123817,6.046929830618998,143.5461745262146,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The command is given as the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the right hand and the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,506,4.5836169634883115,5.9144821472858125,143.7768590450287,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The command is the command of the command of the right hand, the right hand, the left hand, the right hand and  The command of the right hand and the command of the right hand and the left hand","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,506,4.352063325554015,5.808350507227759,143.6147175516401,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. 2-3. The Army leaders are the Army leaders are not be  The Army leaders are the Army leaders to the Army leaders.  The Army Values.  The Army Values of the Army leaders,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,506,4.120756657227226,5.7214427235685745,143.5176141858101,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. 2-2. The Army’s ability to the Army’s ability to the Army’s 2. The Army leaders to the Army’s Army Values. 2. 2-2. Army Profession and,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,506,3.8969873976801694,5.6500696633440475,143.3648655679491,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The NCOIC commands are  The command of the command of execution MARCH, the command of  The command of execution MARCH, MARCH, MARCH, MARCH, MARCH,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,506,3.675822528454626,5.590698527724375,143.7111013174057,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The COT faces about and then commands  The COT and commands Present, the COT and the COT faces about and the COT faces to the COT commands and the COT faces about","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,506,3.4560269649792095,5.542864331651205,144.79283103075895,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. 2-2. The NCOIC will be used to the flag. The flag is the flag is not have the flag. The flag is conducted by the flag. The flag is of the flag is in the flag is used for,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,506,3.2396173102582395,5.506293577814298,145.40139667193094,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. 2-2. The commander’s post is to the commander, the commander’s post, the subordinate’s post. The commander will bearers will bearers will bearers to-2. The commander�","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,506,3.0255604826885723,5.480919148059601,146.02822588040277,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  When at the command Ready is not raise the reviewing party, the reviewing party, commander commands Ready, and the reviewing party. The band has been completed the reviewing officer commander then commands Present, and the reviewing officer","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
14,506,2.8124546615973762,5.463833755393557,146.492659841265,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The COT faces about and their staff have the reviewing officer.  The COT faces about.  The COT faces about and commands Present, ARMS; Ready, ARMS; Order,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
15,506,2.6022243697652705,5.456199603275505,146.83124804496765,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. 10-4. The Color guard should be a review is not bearers will be carried out. The bearers will be carried at the playing of the playing the playing of the the Color guard commander. The Color guard commander’,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
16,506,2.397870236470294,5.4552162355846825,147.20170825719833,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  When the COT returns the COT has been fired to the COT.  When the COT faces about and the COT faces about, the COT and their staff, the COT faces about and","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
17,506,2.2015480121133826,5.460838662545949,147.49447063838736,What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. 2-2. The leader is a review at the commander of the commander is responsible for to-2. The commander is normally consists of the commander and the commander and their the commander then command for their staff to their staff to their,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
18,506,2.007128344222962,5.472235006506174,147.77383987108865,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved. 1-2. The sequence of the national Color guard commander will bearers execute a position of the reviewing party, or host or host commander is in front of the honor position.  The CSM moves from the Color.","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
19,506,1.8229052297211448,5.488600762883512,148.03607009586534,"What is the first General Orders? 1. I will guard everything within the limits of my post and quit my post only when properly relieved.  The senior commander and two steps are:  The COT. The COT then commands Present Arms from the reviewing officer, and their staff execute Present, ARMS.  The COT faces about","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
